No,Year,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Size_in_Medium (nm),Zeta_in_Water (mV),Zeta_in_Medium (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Aspect_Ratio,Cell_Viability (%),PDI,Article_ID,DOI
837,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,500,MTT,TetrazoliumSalt,,53.041,,29,10.1016/j.nano.2015.03.004
838,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,10,MTT,TetrazoliumSalt,,68.613,,29,10.1016/j.nano.2015.03.004
839,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,50,MTT,TetrazoliumSalt,,66.423,,29,10.1016/j.nano.2015.03.004
840,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,100,MTT,TetrazoliumSalt,,65.207,,29,10.1016/j.nano.2015.03.004
841,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,200,MTT,TetrazoliumSalt,,63.99,,29,10.1016/j.nano.2015.03.004
842,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,500,MTT,TetrazoliumSalt,,64.477,,29,10.1016/j.nano.2015.03.004
843,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,10,MTT,TetrazoliumSalt,,68.856,,29,10.1016/j.nano.2015.03.004
844,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,50,MTT,TetrazoliumSalt,,63.504,,29,10.1016/j.nano.2015.03.004
845,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,100,MTT,TetrazoliumSalt,,62.287,,29,10.1016/j.nano.2015.03.004
846,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,200,MTT,TetrazoliumSalt,,60.584,,29,10.1016/j.nano.2015.03.004
847,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,24,500,MTT,TetrazoliumSalt,,58.151,,29,10.1016/j.nano.2015.03.004
848,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,,-24.5,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,10,MTT,TetrazoliumSalt,,57.011,,29,10.1016/j.nano.2015.03.004
849,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,,-24.5,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,50,MTT,TetrazoliumSalt,,55.172,,29,10.1016/j.nano.2015.03.004
850,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,,-24.5,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,100,MTT,TetrazoliumSalt,,55.172,,29,10.1016/j.nano.2015.03.004
851,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,,-24.5,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,200,MTT,TetrazoliumSalt,,49.425,,29,10.1016/j.nano.2015.03.004
852,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,,-24.5,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,500,MTT,TetrazoliumSalt,,46.437,,29,10.1016/j.nano.2015.03.004
853,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,10,MTT,TetrazoliumSalt,,95.172,,29,10.1016/j.nano.2015.03.004
854,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,50,MTT,TetrazoliumSalt,,65.747,,29,10.1016/j.nano.2015.03.004
855,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,100,MTT,TetrazoliumSalt,,60.92,,29,10.1016/j.nano.2015.03.004
856,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,200,MTT,TetrazoliumSalt,,54.713,,29,10.1016/j.nano.2015.03.004
857,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,,-38.1,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,500,MTT,TetrazoliumSalt,,42.299,,29,10.1016/j.nano.2015.03.004
858,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,10,MTT,TetrazoliumSalt,,66.437,,29,10.1016/j.nano.2015.03.004
859,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,50,MTT,TetrazoliumSalt,,58.161,,29,10.1016/j.nano.2015.03.004
860,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,100,MTT,TetrazoliumSalt,,56.322,,29,10.1016/j.nano.2015.03.004
861,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,200,MTT,TetrazoliumSalt,,56.322,,29,10.1016/j.nano.2015.03.004
862,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,,-31.7,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,500,MTT,TetrazoliumSalt,,55.862,,29,10.1016/j.nano.2015.03.004
863,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,10,MTT,TetrazoliumSalt,,64.138,,29,10.1016/j.nano.2015.03.004
864,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,50,MTT,TetrazoliumSalt,,55.172,,29,10.1016/j.nano.2015.03.004
865,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,100,MTT,TetrazoliumSalt,,54.023,,29,10.1016/j.nano.2015.03.004
866,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,200,MTT,TetrazoliumSalt,,51.264,,29,10.1016/j.nano.2015.03.004
867,2015,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,,-36.3,,HepG2,50000,H,Human,Liver,Epithelial,Adult,L,72,500,MTT,TetrazoliumSalt,,51.034,,29,10.1016/j.nano.2015.03.004
868,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,20,MTS,TetrazoliumSalt,,99.06,,30,10.1177/1559325818807382
869,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,60,MTS,TetrazoliumSalt,,96.9,,30,10.1177/1559325818807382
870,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,180,MTS,TetrazoliumSalt,,98.5,,30,10.1177/1559325818807382
871,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,360,MTS,TetrazoliumSalt,,88.5,,30,10.1177/1559325818807382
872,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,20,MTS,TetrazoliumSalt,,95,,30,10.1177/1559325818807382
873,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,60,MTS,TetrazoliumSalt,,91,,30,10.1177/1559325818807382
874,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,180,MTS,TetrazoliumSalt,,83.9,,30,10.1177/1559325818807382
875,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,360,MTS,TetrazoliumSalt,,70.5,,30,10.1177/1559325818807382
876,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,20,MTS,TetrazoliumSalt,,90,,30,10.1177/1559325818807382
877,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,60,MTS,TetrazoliumSalt,,86,,30,10.1177/1559325818807382
878,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,180,MTS,TetrazoliumSalt,,68.25,,30,10.1177/1559325818807382
879,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,360,MTS,TetrazoliumSalt,,54.15,,30,10.1177/1559325818807382
880,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,20,NRU,NeutralRed,,97.666,,30,10.1177/1559325818807382
881,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,60,NRU,NeutralRed,,98.423,,30,10.1177/1559325818807382
882,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,180,NRU,NeutralRed,,93.205,,30,10.1177/1559325818807382
883,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,6,360,NRU,NeutralRed,,90.852,,30,10.1177/1559325818807382
884,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,20,NRU,NeutralRed,,91.798,,30,10.1177/1559325818807382
885,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,60,NRU,NeutralRed,,89.148,,30,10.1177/1559325818807382
886,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,180,NRU,NeutralRed,,86.877,,30,10.1177/1559325818807382
887,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,24,360,NRU,NeutralRed,,78.17,,30,10.1177/1559325818807382
888,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,20,NRU,NeutralRed,,93.691,,30,10.1177/1559325818807382
889,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,60,NRU,NeutralRed,,80.631,,30,10.1177/1559325818807382
890,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,180,NRU,NeutralRed,,73.628,,30,10.1177/1559325818807382
891,2018,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160,,-11,,HEK293,10000,H,Human,Kidney,Epithelial,Embryonic,L,48,360,NRU,NeutralRed,,58.297,,30,10.1177/1559325818807382
892,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,2.5,MTT,TetrazoliumSalt,,95,,31,10.1016/j.colsurfb.2017.12.042
893,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,5,MTT,TetrazoliumSalt,,78.548,,31,10.1016/j.colsurfb.2017.12.042
894,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,10,MTT,TetrazoliumSalt,,60.645,,31,10.1016/j.colsurfb.2017.12.042
895,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,20,MTT,TetrazoliumSalt,,37.903,,31,10.1016/j.colsurfb.2017.12.042
896,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,40,MTT,TetrazoliumSalt,,35.968,,31,10.1016/j.colsurfb.2017.12.042
897,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,24,50,MTT,TetrazoliumSalt,,30.968,,31,10.1016/j.colsurfb.2017.12.042
898,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,2.5,MTT,TetrazoliumSalt,,90,,31,10.1016/j.colsurfb.2017.12.042
899,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,5,MTT,TetrazoliumSalt,,70,,31,10.1016/j.colsurfb.2017.12.042
900,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,10,MTT,TetrazoliumSalt,,49.194,,31,10.1016/j.colsurfb.2017.12.042
901,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,20,MTT,TetrazoliumSalt,,36.29,,31,10.1016/j.colsurfb.2017.12.042
902,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,40,MTT,TetrazoliumSalt,,26.935,,31,10.1016/j.colsurfb.2017.12.042
903,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,48,50,MTT,TetrazoliumSalt,,24.032,,31,10.1016/j.colsurfb.2017.12.042
904,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,2.5,MTT,TetrazoliumSalt,,83.871,,31,10.1016/j.colsurfb.2017.12.042
905,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,5,MTT,TetrazoliumSalt,,67.581,,31,10.1016/j.colsurfb.2017.12.042
906,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,10,MTT,TetrazoliumSalt,,48.226,,31,10.1016/j.colsurfb.2017.12.042
907,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,20,MTT,TetrazoliumSalt,,25.806,,31,10.1016/j.colsurfb.2017.12.042
908,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,40,MTT,TetrazoliumSalt,,21.452,,31,10.1016/j.colsurfb.2017.12.042
909,2018,Pt,I,Sphere,None,Green Synthesis,,20.12,,,,,MCF-7,50000,H,Human,Breast,Epithelial,Adult,L,72,50,MTT,TetrazoliumSalt,,15.484,,31,10.1016/j.colsurfb.2017.12.042
910,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,25,CCK-8,TetrazoliumSalt,,100,,32,10.3390/cells8050444
911,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,50,CCK-8,TetrazoliumSalt,,80.027,,32,10.3390/cells8050444
912,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,75,CCK-8,TetrazoliumSalt,,59.783,,32,10.3390/cells8050444
913,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,100,CCK-8,TetrazoliumSalt,,40.082,,32,10.3390/cells8050444
914,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,125,CCK-8,TetrazoliumSalt,,19.973,,32,10.3390/cells8050444
915,2019,Pt,I,Sphere,None,Biosynthesis,,1.5,2,,,,THP-1,100000,H,Human,Blood,Monocyte,Adult,L,24,150,CCK-8,TetrazoliumSalt,,10.054,,32,10.3390/cells8050444
916,2018,Pt,I,Sphere,Citrate,Commercial,Negative,68.3,85.9,112.4,-40.6,-12.2,HepG2,30000,H,Human,Liver,Epithelial,Adult,L,24,5,MTS,TetrazoliumSalt,,100,0.158,33,10.1155/2018/1367801
917,2018,Pt,I,Sphere,Citrate,Commercial,Negative,68.3,85.9,112.4,-40.6,-12.2,HepG2,30000,H,Human,Liver,Epithelial,Adult,L,24,25,MTS,TetrazoliumSalt,,94.475,0.158,33,10.1155/2018/1367801
918,2018,Pt,I,Sphere,Citrate,Commercial,Negative,68.3,85.9,112.4,-40.6,-12.2,HepG2,30000,H,Human,Liver,Epithelial,Adult,L,24,100,MTS,TetrazoliumSalt,,68.646,0.158,33,10.1155/2018/1367801
919,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,24,5,MTT,TetrazoliumSalt,,96.2,,34,10.1177/1091581813487563
920,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,24,10,MTT,TetrazoliumSalt,,86.01,,34,10.1177/1091581813487563
921,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,24,20,MTT,TetrazoliumSalt,,70,,34,10.1177/1091581813487563
922,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,24,30,MTT,TetrazoliumSalt,,49.7,,34,10.1177/1091581813487563
923,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,48,5,MTT,TetrazoliumSalt,,92.96,,34,10.1177/1091581813487563
924,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,48,10,MTT,TetrazoliumSalt,,79.9,,34,10.1177/1091581813487563
925,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,48,20,MTT,TetrazoliumSalt,,58.43,,34,10.1177/1091581813487563
926,2013,CuO,I,Sphere,None,Commercial,Negative,55.8,,68.5,,-32.8,HaCat,10000,H,Human,Skin,Keratinocyte,Adult,L,48,30,MTT,TetrazoliumSalt,,30.4,,34,10.1177/1091581813487563
927,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,,98.308,,35,10.5487/TR.2019.35.3.287
928,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,,94.416,,35,10.5487/TR.2019.35.3.287
929,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,,93.232,,35,10.5487/TR.2019.35.3.287
930,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,,92.047,,35,10.5487/TR.2019.35.3.287
931,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,,89.34,,35,10.5487/TR.2019.35.3.287
932,2019,TiO2,I,Sphere,None,Commercial,,6,,780,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,,87.31,,35,10.5487/TR.2019.35.3.287
933,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,,93.57,,35,10.5487/TR.2019.35.3.287
934,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,,85.448,,35,10.5487/TR.2019.35.3.287
935,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,,61.083,,35,10.5487/TR.2019.35.3.287
936,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,,15.736,,35,10.5487/TR.2019.35.3.287
937,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,,9.6447,,35,10.5487/TR.2019.35.3.287
938,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,,5.9222,,35,10.5487/TR.2019.35.3.287
939,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,,96.277,,35,10.5487/TR.2019.35.3.287
940,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,,94.247,,35,10.5487/TR.2019.35.3.287
941,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,,95.601,,35,10.5487/TR.2019.35.3.287
942,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,,97.293,,35,10.5487/TR.2019.35.3.287
943,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,,96.447,,35,10.5487/TR.2019.35.3.287
944,2019,SiO2,I,Sphere,None,Commercial,,18.3,,224,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,,93.57,,35,10.5487/TR.2019.35.3.287
945,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,,97.8,,35,10.5487/TR.2019.35.3.287
946,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,,97.8,,35,10.5487/TR.2019.35.3.287
947,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,,95.77,,35,10.5487/TR.2019.35.3.287
948,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,,95.77,,35,10.5487/TR.2019.35.3.287
949,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,,95.601,,35,10.5487/TR.2019.35.3.287
950,2019,CeO2,I,Sphere,None,Commercial,,33,,299,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,,92.555,,35,10.5487/TR.2019.35.3.287
951,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,1,MTT,TetrazoliumSalt,,95.601,,35,10.5487/TR.2019.35.3.287
952,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,10,MTT,TetrazoliumSalt,,93.232,,35,10.5487/TR.2019.35.3.287
953,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,12.5,MTT,TetrazoliumSalt,,92.047,,35,10.5487/TR.2019.35.3.287
954,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,25,MTT,TetrazoliumSalt,,91.709,,35,10.5487/TR.2019.35.3.287
955,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,50,MTT,TetrazoliumSalt,,87.817,,35,10.5487/TR.2019.35.3.287
956,2019,Ag,I,Sphere,None,Commercial,,16.7,,129.7,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,24,100,MTT,TetrazoliumSalt,,72.927,,35,10.5487/TR.2019.35.3.287
957,2019,ZnO,I,Sphere,None,Commercial,,141,,404,,,SIRC,60000,A,Rabbit,Cornea,Fibroblast,Adult,L,3,1,MTT,TetrazoliumSalt,,97.504,,35,10.5487/TR.2019.35.3.287
