Source,NP Type,Size,Shape,Surface area,Zeta potential,Hydrodynamic size,Molecular weight,Surface charge,Surface charge (categorical),Surface coating,Surface reactivity,Aggregation,Electronegativity,Ionic radius,QD Concentration,QD Core,QD Shell,QD Emission wavelength,QD Surface ligand,Cell origin (species),Cell origin (organ),Cell origin (anatomical),Cell origin (primary or cell-line),Cell name,Dose,Exposure time,Assay,Target
"Shirokii, 2023",Au,6.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Lung,Epithelial,Cell-line,H1299,100.0,24.0,MTT,0.7284999999999999
"Shirokii, 2023",Au,30.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,NHDF,1.0,48.0,MTT,0.9670099999999999
"Shirokii, 2023",Au,6.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Cervix,Epithelial,Cell-line,HeLa,100.0,24.0,MTT,0.75873
"Shirokii, 2023",Au,61.46,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,20.0,24.0,MTS,0.2303
"Shirokii, 2023",Au,50.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,NHDF,5.0,24.0,MTT,0.84264
"Shirokii, 2023",Au,61.46,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,0.2,96.0,MTS,1.2
"Shirokii, 2023",Au,215.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,2.5,24.0,NRU,0.43363
"Shirokii, 2023",Au,30.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,NHDF,10.0,48.0,MTT,0.7728400000000001
"Shirokii, 2023",Au,38.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.8,24.0,MTT,0.7953100000000001
"Shirokii, 2023",Au,61.46,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,2.0,96.0,MTS,1.0939
"Shirokii, 2023",Au,21.7,,,-7.6,,196.966569,,,PEG,,,2.54,1.07,,,,,,Mouse,Brain,Neuronal,Cell-line,C17.2,0.0196966569,24.0,MTT,0.9255768000000001
"Shirokii, 2023",Au,21.7,,,-7.6,,196.966569,,,PEG,,,2.54,1.07,,,,,,Human,Umbilical cord,Endothelial,Primary,HUVEC,0.0019696656899999996,24.0,MTT,0.9548146
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,196.96656900000002,48.0,WST,0.42925983
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,200.0,96.0,MTS,1.0826
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,400.0,96.0,MTS,0.7094
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,4.0,96.0,MTS,0.9230800000000001
"Shirokii, 2023",Au,50.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,2.5,72.0,MTT,1.0243
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,400.0,96.0,MTS,1.2678
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,12.5,72.0,MTT,0.9837699999999999
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,0.000196966569,48.0,WST,1.0075949
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,0.0019696656899999996,48.0,WST,1.0151899
"Shirokii, 2023",Au,5.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,2.5,72.0,MTT,1.0953
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,0.196966569,48.0,WST,1.0025317
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,1.96966569,48.0,WST,0.94177216
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,19.6966569,48.0,WST,0.88101265
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Kidney,Epithelial,Cell-line,HEK-293,0.0196966569,48.0,WST,1.0151899
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,40.0,24.0,MTS,0.90889
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,200.0,24.0,MTS,0.83333
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,400.0,24.0,MTS,0.7955599999999999
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,0.2,96.0,MTS,0.77333
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,0.4,96.0,MTS,0.80444
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,2.0,96.0,MTS,0.83111
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,4.0,96.0,MTS,0.72444
"Shirokii, 2023",Au,5.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,12.5,72.0,MTT,0.8147
"Shirokii, 2023",Au,38.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.2,24.0,MTT,0.98827
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,6.25,72.0,MTT,1.0791
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,5.0,72.0,MTT,1.0649
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,20.0,24.0,MTS,0.86
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,2.5,72.0,MTT,1.0101
"Shirokii, 2023",Au,20.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,1.6700000000000002,72.0,MTT,0.9837699999999999
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,20.0,96.0,MTS,0.77333
"Shirokii, 2023",Au,5.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,5.0,72.0,MTT,1.1663
"Shirokii, 2023",Au,5.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,1.6700000000000002,72.0,MTT,1.0243
"Shirokii, 2023",Au,46.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.2,24.0,MTT,0.91134
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,0.4,24.0,MTS,0.8377800000000001
"Shirokii, 2023",Au,46.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.8,24.0,MTT,0.47848999999999997
"Shirokii, 2023",Au,60.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.2,24.0,MTT,0.91134
"Shirokii, 2023",Au,60.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.4,24.0,MTT,0.8735299999999999
"Shirokii, 2023",Au,60.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.8,24.0,MTT,0.56845
"Shirokii, 2023",Au,46.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.4,24.0,MTT,0.87223
"Shirokii, 2023",Au,5.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Liver,Epithelial,Cell-line,HepG2,6.25,72.0,MTT,1.0609
"Shirokii, 2023",Au,38.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Bone,Fibroblast,Cell-line,MG-63,0.4,24.0,MTT,0.91134
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,200.0,96.0,MTS,1.2107999999999999
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,400.0,96.0,MTS,0.62
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,200.0,96.0,MTS,0.83556
"Shirokii, 2023",Au,65.0,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Primary,CCL-110,40.0,96.0,MTS,0.77556
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,200.0,96.0,MTS,0.94203
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,2.0,96.0,MTS,1.0684
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,20.0,24.0,MTS,1.1623999999999999
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,20.0,96.0,MTS,1.1054000000000002
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,4.0,24.0,MTS,1.0513
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,2.0,24.0,MTS,1.2165000000000001
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,0.4,24.0,MTS,1.1765999999999999
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,0.2,24.0,MTS,1.2051
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,400.0,96.0,MTS,0.85507
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,40.0,96.0,MTS,0.9884099999999999
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,0.2,96.0,MTS,0.78632
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,20.0,96.0,MTS,0.9913
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,4.0,96.0,MTS,0.9217400000000001
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,2.0,96.0,MTS,0.8840600000000001
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,0.4,96.0,MTS,0.8575499999999999
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Human,Skin,Fibroblast,Cell-line,CCL-110,0.2,96.0,MTS,0.7826099999999999
"Shirokii, 2023",Au,33.69,,,24.4,,196.966569,,,,,,2.54,1.07,,,,,,Rat,Fatpad,Endothelial,Cell-line,RFPEC,40.0,96.0,MTS,1.1623999999999999
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.007273516375853034,24.0,NR,0.36
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.003560450973632377,24.0,MTT,0.3159794
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.007879642740507455,24.0,NR,0.25
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.012122527293088391,24.0,NR,0.0
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.009698021834470712,24.0,NR,0.0
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.009091895469816294,24.0,NR,0.09
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.008485769105161873,24.0,NR,0.18
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.005455137281889776,24.0,NR,0.63
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.0066673900111986146,24.0,NR,0.43
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0021362705841794258,24.0,LDH,0.8107062500000001
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.005340676460448566,24.0,MTT,0.058215156
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.005816274793560432,24.0,NR,0.59562843
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01036676400118902,24.0,NR,0.19125683
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0011081996024617851,24.0,WST,0.6707317
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.012463699288967211,24.0,NR,0.19125683
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.031235270715146903,24.0,NR,0.18032787
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.001843600858655426,24.0,MTT,0.8324225599999999
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.003278276064002453,24.0,MTT,0.8979963999999999
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.003278276064002453,24.0,NR,0.7978141999999999
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.005870133294240077,24.0,MTT,0.8797813999999999
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01047847052111716,24.0,MTT,0.21311476
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.006061263646544194,24.0,NR,0.49
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01259335864245523,24.0,MTT,0.15846994
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01769085517385895,24.0,MTT,0.07832422700000001
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.031285804617019145,24.0,MTT,0.07832422700000001
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0002216399204923571,24.0,WST,1.0060976
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0005540998012308927,24.0,WST,0.8317073
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.008249881120566512,24.0,MTT,0.55191257
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01045741789479143,24.0,LDH,0.0062452969999999995
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.001827421144459484,24.0,NR,0.8360656
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.005340676460448566,24.0,LDH,0.016811780999999998
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.004849010917235356,24.0,NR,0.69
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.002848360778905902,24.0,MTT,0.6008563
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0021362705841794258,24.0,MTT,0.6791772500000001
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.019607658552733928,24.0,LDH,0.04538321
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0007120901947264755,24.0,LDH,0.9434483
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.013071772368489281,24.0,LDH,0.0065462756
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01068135292089713,24.0,MTT,0.00098288834
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01068135292089713,24.0,LDH,0.014274966
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.001424180389452951,24.0,MTT,0.73453766
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.008099387614552204,24.0,NR,0.30054646
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.00784306342109357,24.0,LDH,0.048812213
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0007120901947264755,24.0,MTT,0.80368835
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01752462523348969,24.0,NR,0.15300547
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.001424180389452951,24.0,LDH,1.0056541
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.002848360778905902,24.0,LDH,0.11100720000000001
"Shirokii, 2023",C23H40N2O18,143.67,,,-12.3,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.003560450973632377,24.0,LDH,0.11129742999999999
"Shirokii, 2023",C23H40N2O18,98.4,,,-14.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.001662299403692678,24.0,WST,0.32865851999999995
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.002424505458617678,24.0,NR,0.92
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.002614354473697857,24.0,LDH,0.62916264
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.002614354473697857,24.0,MTT,0.56041138
"Shirokii, 2023",C23H40N2O18,95.5,,,-9.8,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Skin,Fibroblast,Cell-line,HDF,0.014547032751706069,24.0,NR,0.0
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0052287089473957125,24.0,LDH,0.11041598999999999
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.0052287089473957125,24.0,MTT,0.37651736999999996
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.00784306342109357,24.0,MTT,0.11919122
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.01045741789479143,24.0,MTT,0.027089882
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.019607658552733928,24.0,MTT,0.09952633999999999
"Shirokii, 2023",C23H40N2O18,93.13,,,-22.6,,632.5663,,,,,,2.5861445783132533,0.3,,,,,,Human,Lung,Epithelial,Cell-line,A549,0.03921531710546785,24.0,MTT,0.010163150999999999
"Shirokii, 2023",C56H103N9O39,360.0,,,47.0,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Mouse,Connective tissue,Fibroblast,Cell-line,L929,0.0001037592995676194,24.0,MTT,0.51193596
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,15.0,48.0,MTT,0.37484
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,30.0,36.0,MTT,0.1729
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,25.0,36.0,MTT,0.18323
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,20.0,36.0,MTT,0.30580999999999997
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,15.0,36.0,MTT,0.41484000000000004
"Shirokii, 2023",C56H103N9O39,360.0,,,47.0,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Mouse,Connective tissue,Fibroblast,Cell-line,L929,0.0001037592995676194,24.0,MTT,0.49097527
"Shirokii, 2023",C56H103N9O39,40.0,,,34.6,,1526.45392,,,,,,2.564830917874396,0.3,,,,,,Human,Bone marrow,Lymphoblast,Cell-line,K562,30.0,48.0,MTT,0.11097
